4000106,5389281\r\n4000106,2147391
4000106,5389281
4000106,2147391
4000106,2669765
4000106,0
4000150,1674670
24,2147391
24694663,5737987
2003265499,1411579
2003265505,1411579
2003265516,1411579
24679933,1411579
2003265472,1411579
2003265484,1411579
2003265484,1411579
2003265484,1411579
2003265484,1411579
2003265484,1411579
2003265484,1411579
2003265484,1411579
2003265484,1411579
2003265583,2669765
2003265583,2669765
2003265583,2669765
2003265583,2669765
2003265583,2669765
2003265586,5389281
24694462,1042558
2533,2206090
2770,2206090
53317027,0
52743350,5737987
54305115,5737987
53334745,5737987
54299043,5737987
54267095,5737987
54255506,5737987
54207522,5737987
54207522,5737987
,5737987
,5737987
,5737987
54192890,5737987
53334745,5737987
54412239,5737987
54366372,5737987
54413339,0
75407027,0
80698117,347537
80702793,0
80702793,0
80702793,0
80702793,0
80721047,347068
80739019,0
80742717,0
80749513,6628455
80742717,0
80794007,2206090
80792607,2206090
81122623,2206090
83317999,1335231
84128107,1196261
84800911,347442
60159652,325509
84800911,347068
84822723,347068
84822723,347537
84833687,1335231
84833687,1335231
84822723,1335231
84833687,0
84833687,0
84833687,7119591
84822723,7119591
84822723,347068
84842195,347068
84842195,0
84822723,0
84756659,0
84667665,0
84614369,0
84877353,1335231
84877353,6629327
84877353,347068
84898295,6629327
84898295,0
84918707,347068
84918707,347537
84918707,0
84918707,6629327
84916929,6629327
84938013,347068
84938013,1335231
84957599,0
84957599,7185043
84957599,347068
84989505,347068
84989505,0
85046351,7185043
85048185,346083
85048119,346083
85048041,346083
85048169,346083
85048087,346083
85047991,346083
60303790,346083
85047833,346083
85047855,346083
85047729,346083
85050853,6629327
85050853,7185043
85070755,347068
85070755,347068
85070755,346083
85070755,347537
85070755,0
85102461,347068
85102461,347537
85102461,1335231
85119609,347537
85119609,6683403
85136137,347537
85136137,6683403
85119609,7119591
85136137,347068
85152269,347537
84989505,347537
85152269,7185043
85165737,347068
85165737,6683403
85165737,347442
85119609,347442
85179889,6683403
85179889,6683403
85052331,1335231
85055031,1335231
60241774,1335231
85076039,1335231
60325270,1335231
85071285,1335231
85094959,1335231
85123489,1335231
85120429,1335231
85122891,1335231
85087771,1335231
85120409,1335231
85088017,1335231
85106527,1335231
85088351,1335231
85131759,1335231
85099991,1335231
60325036,1335231
85139643,1335231
85139721,1335231
85135087,1335231
85155085,1335231
85165737,347068
85187661,347068
85187661,1335231
85187661,6683403
85179889,0
85187661,347068
85196769,347068
85198353,1533070
85198353,347537
85196769,347537
85196769,347442
85203759,6683403
85203759,347068
85211497,1335231
85208773,1335231
85212795,347068
85212795,0
85212795,347442
85212795,1335231
85241137,0
85212795,1335231
85212795,347068
85246677,347442
85246677,6683403
85246677,347068
85261213,0
85261213,0
85261213,6683403
85277243,347068
85277243,347068
85277243,347537
85277243,6683403
85292725,347537
85184685,0
85309497,0
85309497,0
85309497,347068
85333979,347068
85333979,1335231
85337079,347537
85333979,7185043
85349997,347068
85349997,1335231
85349997,1335231
85333979,1335231
85366951,347537
85366951,1335231
85383591,0
85383591,1335231
85383591,0
85396087,6683403
85400771,347068
85400771,347442
85428149,1335231
85448133,347442
85464553,5637025
85467365,347068
85467365,347442
85487163,0
85508023,347068
85508023,347442
85337155,6629327
85347591,6629327
85352141,6629327
85329253,6629327
85370621,6629327
85370707,6629327
85377767,6629327
85378173,6629327
85370545,6629327
85237135,6629327
85212565,6629327
85280479,6629327
85309839,6629327
60481358,6629327
60482718,6629327
60484700,6629327
85462489,6629327
85462489,6629327
85444843,6629327
85449057,6629327
85381381,6629327
85464553,6629327
60375212,6629327
85452821,6629327
85432313,6629327
85296561,6629327
85481085,6629327
85432753,6629327
60487700,6629327
85432775,6629327
85346549,6629327
85226809,6629327
85481571,6629327
85277833,6629327
60492428,6629327
85453083,6629327
85453213,6629327
85285561,6629327
85452541,6629327
60389092,6629327
85488811,6629327
60487676,6629327
85241593,6629327
85545023,1533070
85545023,1335231
85621735,347442
85645207,6629327
85621735,6629327
85680477,347068
85706813,347068
85706813,6629327
85731827,0
85731827,346083
85759413,6629327
85759413,6629327
85759413,347068
85783985,347068
85783985,0
85783985,7185043
85783985,346083
85783985,346083
85783985,0
85806483,6536425
85783985,1335231
85783985,6683403
85783985,347068
85825141,347068
85825141,347068
85833325,6629327
85850465,0
85850465,1335231
86496457,1296
86496457,1296
86496455,1296
